Year,Age_Group,Gender,Education_Level,Samples,Income
2008,55 to 64 years,Male,9th to 12th Grade (no diploma),381,45244
2008,65 years and over,Male,9th to 12th Grade (no diploma),132,34029
2008,18 to 24 years,Female,9th to 12th Grade (no diploma),157,17228
2008,25 to 34 years,Female,9th to 12th Grade (no diploma),304,18107
2008,35 to 44 years,Female,9th to 12th Grade (no diploma),451,22348
2008,45 to 54 years,Female,9th to 12th Grade (no diploma),473,24076
2008,55 to 64 years,Female,9th to 12th Grade (no diploma),253,24744
2008,65 years and over,Female,9th to 12th Grade (no diploma),88,27995
2008,18 to 24 years,Male,"Some College, No Degree",1039,27591
2008,25 to 34 years,Male,"Some College, No Degree",2652,44597
2008,35 to 44 years,Male,"Some College, No Degree",2459,53937
2008,45 to 54 years,Male,"Some College, No Degree",2546,58439
2008,55 to 64 years,Male,"Some College, No Degree",1564,56486
2008,65 years and over,Male,"Some College, No Degree",295,53022
2008,18 to 24 years,Female,"Some College, No Degree",1025,24953
2008,25 to 34 years,Female,"Some College, No Degree",1812,31592
2008,35 to 44 years,Female,"Some College, No Degree",1888,38391
2008,45 to 54 years,Female,"Some College, No Degree",2139,39153
2008,55 to 64 years,Female,"Some College, No Degree",1358,41247
2008,65 years and over,Female,"Some College, No Degree",258,40193
2009,18 to 24 years,Male,Less than 9th Grade,128,20041
2009,25 to 34 years,Male,Less than 9th Grade,381,25067
2009,35 to 44 years,Male,Less than 9th Grade,452,26685
2009,45 to 54 years,Male,Less than 9th Grade,353,28067
2009,55 to 64 years,Male,Less than 9th Grade,257,29648
2009,65 years and over,Male,Less than 9th Grade,119,27375
2009,18 to 24 years,Female,Less than 9th Grade,NA,NA
2009,25 to 34 years,Female,Less than 9th Grade,156,18278
2009,35 to 44 years,Female,Less than 9th Grade,206,19963
2009,45 to 54 years,Female,Less than 9th Grade,204,19591
2009,55 to 64 years,Female,Less than 9th Grade,169,20469
2009,65 years and over,Female,Less than 9th Grade,NA,NA
2009,18 to 24 years,Male,High School Graduate (includes equivalency),1541,27822
2009,25 to 34 years,Male,High School Graduate (includes equivalency),3593,38037
2009,35 to 44 years,Male,High School Graduate (includes equivalency),3978,43518
2009,45 to 54 years,Male,High School Graduate (includes equivalency),4704,48224
2009,55 to 64 years,Male,High School Graduate (includes equivalency),2424,47164
2009,65 years and over,Male,High School Graduate (includes equivalency),559,55241
2009,18 to 24 years,Female,High School Graduate (includes equivalency),857,22620
2009,25 to 34 years,Female,High School Graduate (includes equivalency),1874,27993
2009,35 to 44 years,Female,High School Graduate (includes equivalency),2549,32947
2009,45 to 54 years,Female,High School Graduate (includes equivalency),3464,34145
2009,55 to 64 years,Female,High School Graduate (includes equivalency),2187,34900
2009,65 years and over,Female,High School Graduate (includes equivalency),394,36883
2009,18 to 24 years,Male,Associate Degree,232,33915
2009,25 to 34 years,Male,Associate Degree,1210,48313
2009,35 to 44 years,Male,Associate Degree,1307,58689
2009,45 to 54 years,Male,Associate Degree,1410,62000
2009,55 to 64 years,Male,Associate Degree,789,58176
2009,65 years and over,Male,Associate Degree,111,45783
2009,18 to 24 years,Female,Associate Degree,264,26922
2009,25 to 34 years,Female,Associate Degree,1158,36202
2009,35 to 44 years,Female,Associate Degree,1278,42092
2009,45 to 54 years,Female,Associate Degree,1579,47716
2009,55 to 64 years,Female,Associate Degree,781,45938
2009,65 years and over,Female,Associate Degree,129,42524
2009,18 to 24 years,Male,Bachelor's Degree,445,41640
2009,25 to 34 years,Male,Bachelor's Degree,3168,60441
2009,35 to 44 years,Male,Bachelor's Degree,3460,86473
2009,45 to 54 years,Male,Bachelor's Degree,3097,95787
2009,55 to 64 years,Male,Bachelor's Degree,2137,78921
2009,65 years and over,Male,Bachelor's Degree,427,73752
2009,18 to 24 years,Female,Bachelor's Degree,555,31857
2009,25 to 34 years,Female,Bachelor's Degree,3203,46602
2009,35 to 44 years,Female,Bachelor's Degree,2540,58470
2009,45 to 54 years,Female,Bachelor's Degree,2612,60266
2009,55 to 64 years,Female,Bachelor's Degree,1484,55714
2009,65 years and over,Female,Bachelor's Degree,227,56977
2009,18 to 24 years,Male,Master's Degree,NA,NA
2009,25 to 34 years,Male,Master's Degree,808,78138
2009,35 to 44 years,Male,Master's Degree,1286,107522
2009,45 to 54 years,Male,Master's Degree,1249,116378
2009,55 to 64 years,Male,Master's Degree,1031,103580
2009,65 years and over,Male,Master's Degree,201,77817
2009,18 to 24 years,Female,Master's Degree,NA,NA
2009,25 to 34 years,Female,Master's Degree,1011,62542
2009,35 to 44 years,Female,Master's Degree,1042,69271
2009,45 to 54 years,Female,Master's Degree,1137,79594
2009,55 to 64 years,Female,Master's Degree,908,78125
2009,65 years and over,Female,Master's Degree,164,66119
2009,18 to 24 years,Male,Professional Degree,NA,NA
2009,25 to 34 years,Male,Professional Degree,193,120966
2009,35 to 44 years,Male,Professional Degree,270,168783
2009,45 to 54 years,Male,Professional Degree,354,178064
2009,55 to 64 years,Male,Professional Degree,363,180007
2009,65 years and over,Male,Professional Degree,140,130867
2009,18 to 24 years,Female,Professional Degree,NA,NA
2009,25 to 34 years,Female,Professional Degree,139,83318
2009,35 to 44 years,Female,Professional Degree,209,122889
2009,45 to 54 years,Female,Professional Degree,139,130016
2009,55 to 64 years,Female,Professional Degree,90,105453
2009,65 years and over,Female,Professional Degree,NA,NA
2009,18 to 24 years,Male,Doctorate Degree,NA,NA
2009,25 to 34 years,Male,Doctorate Degree,146,92876
2009,35 to 44 years,Male,Doctorate Degree,314,126014
2009,45 to 54 years,Male,Doctorate Degree,366,131124
2009,55 to 64 years,Male,Doctorate Degree,271,139618
2009,65 years and over,Male,Doctorate Degree,116,112982
2009,18 to 24 years,Female,Doctorate Degree,NA,NA
2009,25 to 34 years,Female,Doctorate Degree,119,74977
2009,35 to 44 years,Female,Doctorate Degree,159,87146
2009,45 to 54 years,Female,Doctorate Degree,166,99850
2009,55 to 64 years,Female,Doctorate Degree,121,107825
2009,65 years and over,Female,Doctorate Degree,NA,NA
2009,18 to 24 years,Male,9th to 12th Grade (no diploma),300,19556
2009,25 to 34 years,Male,9th to 12th Grade (no diploma),815,27074
2009,35 to 44 years,Male,9th to 12th Grade (no diploma),794,39949
2009,45 to 54 years,Male,9th to 12th Grade (no diploma),728,36239
2009,55 to 64 years,Male,9th to 12th Grade (no diploma),352,36837
2009,65 years and over,Male,9th to 12th Grade (no diploma),106,35278
2009,18 to 24 years,Female,9th to 12th Grade (no diploma),155,16921
2009,25 to 34 years,Female,9th to 12th Grade (no diploma),356,21996
2009,35 to 44 years,Female,9th to 12th Grade (no diploma),381,24218
2009,45 to 54 years,Female,9th to 12th Grade (no diploma),423,23987
2009,55 to 64 years,Female,9th to 12th Grade (no diploma),276,26729
2009,65 years and over,Female,9th to 12th Grade (no diploma),83,25257
2009,18 to 24 years,Male,"Some College, No Degree",873,29564
2009,25 to 34 years,Male,"Some College, No Degree",2315,44020
2009,35 to 44 years,Male,"Some College, No Degree",2164,55686
2009,45 to 54 years,Male,"Some College, No Degree",2354,61072
2009,55 to 64 years,Male,"Some College, No Degree",1490,60230
2009,65 years and over,Male,"Some College, No Degree",286,58899
2009,18 to 24 years,Female,"Some College, No Degree",929,21127
2009,25 to 34 years,Female,"Some College, No Degree",1652,32229
2009,35 to 44 years,Female,"Some College, No Degree",1744,38057
2009,45 to 54 years,Female,"Some College, No Degree",2119,42068
2009,55 to 64 years,Female,"Some College, No Degree",1388,41707
2009,65 years and over,Female,"Some College, No Degree",261,36593
2010,18 to 24 years,Male,Less than 9th Grade,128,21128
2010,25 to 34 years,Male,Less than 9th Grade,379,25287
2010,35 to 44 years,Male,Less than 9th Grade,464,29136
2010,45 to 54 years,Male,Less than 9th Grade,424,31298
2010,55 to 64 years,Male,Less than 9th Grade,255,31666
2010,65 years and over,Male,Less than 9th Grade,112,35735
2010,18 to 24 years,Female,Less than 9th Grade,NA,NA
2010,25 to 34 years,Female,Less than 9th Grade,132,19593
2010,35 to 44 years,Female,Less than 9th Grade,180,19880
2010,45 to 54 years,Female,Less than 9th Grade,239,19952
2010,55 to 64 years,Female,Less than 9th Grade,150,21976
2010,65 years and over,Female,Less than 9th Grade,NA,NA
2010,18 to 24 years,Male,High School Graduate (includes equivalency),1437,24355
2010,25 to 34 years,Male,High School Graduate (includes equivalency),3569,38734
2010,35 to 44 years,Male,High School Graduate (includes equivalency),3820,45684
2010,45 to 54 years,Male,High School Graduate (includes equivalency),4510,50266
2010,55 to 64 years,Male,High School Graduate (includes equivalency),2545,50094
2010,65 years and over,Male,High School Graduate (includes equivalency),598,48471
2010,18 to 24 years,Female,High School Graduate (includes equivalency),771,20455
2010,25 to 34 years,Female,High School Graduate (includes equivalency),1843,27701
2010,35 to 44 years,Female,High School Graduate (includes equivalency),2365,32674
2010,45 to 54 years,Female,High School Graduate (includes equivalency),3275,34373
2010,55 to 64 years,Female,High School Graduate (includes equivalency),2264,35086
2010,65 years and over,Female,High School Graduate (includes equivalency),487,34756
2010,18 to 24 years,Male,Associate Degree,253,31509
2010,25 to 34 years,Male,Associate Degree,1238,45853
2010,35 to 44 years,Male,Associate Degree,1355,58021
2010,45 to 54 years,Male,Associate Degree,1476,60959
2010,55 to 64 years,Male,Associate Degree,832,58254
2010,65 years and over,Male,Associate Degree,113,56159
2010,18 to 24 years,Female,Associate Degree,274,27164
2010,25 to 34 years,Female,Associate Degree,1171,37615
2010,35 to 44 years,Female,Associate Degree,1231,41533
2010,45 to 54 years,Female,Associate Degree,1591,47681
2010,55 to 64 years,Female,Associate Degree,893,42497
2010,65 years and over,Female,Associate Degree,142,42056
2010,18 to 24 years,Male,Bachelor's Degree,396,42258
2010,25 to 34 years,Male,Bachelor's Degree,3415,59528
2010,35 to 44 years,Male,Bachelor's Degree,3426,85761
2010,45 to 54 years,Male,Bachelor's Degree,3269,90147
2010,55 to 64 years,Male,Bachelor's Degree,2250,89528
2010,65 years and over,Male,Bachelor's Degree,410,65507
2010,18 to 24 years,Female,Bachelor's Degree,532,34393
2010,25 to 34 years,Female,Bachelor's Degree,3019,46877
2010,35 to 44 years,Female,Bachelor's Degree,2579,60036
2010,45 to 54 years,Female,Bachelor's Degree,2526,62888
2010,55 to 64 years,Female,Bachelor's Degree,1585,58758
2010,65 years and over,Female,Bachelor's Degree,237,54853
2010,18 to 24 years,Male,Master's Degree,NA,NA
2010,25 to 34 years,Male,Master's Degree,764,73053
2010,35 to 44 years,Male,Master's Degree,1308,98483
2010,45 to 54 years,Male,Master's Degree,1271,112836
2010,55 to 64 years,Male,Master's Degree,1102,105628
2010,65 years and over,Male,Master's Degree,250,94228
2010,18 to 24 years,Female,Master's Degree,NA,NA
2010,25 to 34 years,Female,Master's Degree,1078,55518
2010,35 to 44 years,Female,Master's Degree,1187,74159
2010,45 to 54 years,Female,Master's Degree,1208,74118
2010,55 to 64 years,Female,Master's Degree,948,71823
2010,65 years and over,Female,Master's Degree,168,68808
2010,18 to 24 years,Male,Professional Degree,NA,NA
2010,25 to 34 years,Male,Professional Degree,180,97841
2010,35 to 44 years,Male,Professional Degree,250,183212
2010,45 to 54 years,Male,Professional Degree,364,184857
2010,55 to 64 years,Male,Professional Degree,311,196330
2010,65 years and over,Male,Professional Degree,140,100688
2010,18 to 24 years,Female,Professional Degree,NA,NA
2010,25 to 34 years,Female,Professional Degree,166,70775
2010,35 to 44 years,Female,Professional Degree,173,112692
2010,45 to 54 years,Female,Professional Degree,135,102141
2010,55 to 64 years,Female,Professional Degree,119,119122
2010,65 years and over,Female,Professional Degree,NA,NA
2010,18 to 24 years,Male,Doctorate Degree,NA,NA
2010,25 to 34 years,Male,Doctorate Degree,156,89210
2010,35 to 44 years,Male,Doctorate Degree,332,125999
2010,45 to 54 years,Male,Doctorate Degree,297,127821
2010,55 to 64 years,Male,Doctorate Degree,323,137388
2010,65 years and over,Male,Doctorate Degree,158,142590
2010,18 to 24 years,Female,Doctorate Degree,NA,NA
2010,25 to 34 years,Female,Doctorate Degree,162,85522
2010,35 to 44 years,Female,Doctorate Degree,191,95087
2010,45 to 54 years,Female,Doctorate Degree,180,98894
2010,55 to 64 years,Female,Doctorate Degree,156,99326
2010,65 years and over,Female,Doctorate Degree,NA,NA
2010,18 to 24 years,Male,9th to 12th Grade (no diploma),289,25203
2010,25 to 34 years,Male,9th to 12th Grade (no diploma),717,29406
2010,35 to 44 years,Male,9th to 12th Grade (no diploma),692,32991
2010,45 to 54 years,Male,9th to 12th Grade (no diploma),692,37880
2010,55 to 64 years,Male,9th to 12th Grade (no diploma),403,41382
2010,65 years and over,Male,9th to 12th Grade (no diploma),108,33580
2010,18 to 24 years,Female,9th to 12th Grade (no diploma),129,17099
2010,25 to 34 years,Female,9th to 12th Grade (no diploma),284,20727
2010,35 to 44 years,Female,9th to 12th Grade (no diploma),368,22527
2010,45 to 54 years,Female,9th to 12th Grade (no diploma),394,23768
2010,55 to 64 years,Female,9th to 12th Grade (no diploma),283,28047
2010,65 years and over,Female,9th to 12th Grade (no diploma),NA,NA
2010,18 to 24 years,Male,"Some College, No Degree",897,28244
2010,25 to 34 years,Male,"Some College, No Degree",2186,43688
2010,35 to 44 years,Male,"Some College, No Degree",2171,53813
2010,45 to 54 years,Male,"Some College, No Degree",2215,59796
2010,55 to 64 years,Male,"Some College, No Degree",1668,58434
2010,65 years and over,Male,"Some College, No Degree",290,63466
2010,18 to 24 years,Female,"Some College, No Degree",853,22615
2010,25 to 34 years,Female,"Some College, No Degree",1677,31764
2010,35 to 44 years,Female,"Some College, No Degree",1742,37817
2010,45 to 54 years,Female,"Some College, No Degree",2080,41126
2010,55 to 64 years,Female,"Some College, No Degree",1438,40621
2010,65 years and over,Female,"Some College, No Degree",271,41568
2011,18 to 24 years,Male,Less than 9th Grade,110,20560
2011,25 to 34 years,Male,Less than 9th Grade,438,24506
2011,35 to 44 years,Male,Less than 9th Grade,547,28092
2011,45 to 54 years,Male,Less than 9th Grade,515,31793
2011,55 to 64 years,Male,Less than 9th Grade,234,35265
2011,65 years and over,Male,Less than 9th Grade,114,29381
2011,18 to 24 years,Female,Less than 9th Grade,NA,NA
2011,25 to 34 years,Female,Less than 9th Grade,103,20434
2011,35 to 44 years,Female,Less than 9th Grade,196,19731
2011,45 to 54 years,Female,Less than 9th Grade,250,22961
2011,55 to 64 years,Female,Less than 9th Grade,165,20948
2011,65 years and over,Female,Less than 9th Grade,NA,NA
2011,18 to 24 years,Male,High School Graduate (includes equivalency),1566,26851
2011,25 to 34 years,Male,High School Graduate (includes equivalency),3688,37906
2011,35 to 44 years,Male,High School Graduate (includes equivalency),3756,47607
2011,45 to 54 years,Male,High School Graduate (includes equivalency),4487,52588
2011,55 to 64 years,Male,High School Graduate (includes equivalency),2785,51288
2011,65 years and over,Male,High School Graduate (includes equivalency),619,62400
2011,18 to 24 years,Female,High School Graduate (includes equivalency),851,20298
2011,25 to 34 years,Female,High School Graduate (includes equivalency),1802,28311
2011,35 to 44 years,Female,High School Graduate (includes equivalency),2275,32701
2011,45 to 54 years,Female,High School Graduate (includes equivalency),3274,34735
2011,55 to 64 years,Female,High School Graduate (includes equivalency),2199,35815
2011,65 years and over,Female,High School Graduate (includes equivalency),490,32779
2011,18 to 24 years,Male,Associate Degree,320,28753
2011,25 to 34 years,Male,Associate Degree,1295,47340
2011,35 to 44 years,Male,Associate Degree,1386,62159
2011,45 to 54 years,Male,Associate Degree,1469,65129
2011,55 to 64 years,Male,Associate Degree,899,63717
2011,65 years and over,Male,Associate Degree,157,51011
2011,18 to 24 years,Female,Associate Degree,348,25032
2011,25 to 34 years,Female,Associate Degree,1113,39133
2011,35 to 44 years,Female,Associate Degree,1366,43881
2011,45 to 54 years,Female,Associate Degree,1489,44501
2011,55 to 64 years,Female,Associate Degree,999,47603
2011,65 years and over,Female,Associate Degree,164,42104
2011,18 to 24 years,Male,Bachelor's Degree,461,42572
2011,25 to 34 years,Male,Bachelor's Degree,3483,60655
2011,35 to 44 years,Male,Bachelor's Degree,3398,85947
2011,45 to 54 years,Male,Bachelor's Degree,3311,95671
2011,55 to 64 years,Male,Bachelor's Degree,2285,88673
2011,65 years and over,Male,Bachelor's Degree,537,79202
2011,18 to 24 years,Female,Bachelor's Degree,533,34592
2011,25 to 34 years,Female,Bachelor's Degree,3201,48365
2011,35 to 44 years,Female,Bachelor's Degree,2665,63362
2011,45 to 54 years,Female,Bachelor's Degree,2671,66526
2011,55 to 64 years,Female,Bachelor's Degree,1723,63490
2011,65 years and over,Female,Bachelor's Degree,278,55642
2011,18 to 24 years,Male,Master's Degree,NA,NA
2011,25 to 34 years,Male,Master's Degree,818,81615
2011,35 to 44 years,Male,Master's Degree,1422,102758
2011,45 to 54 years,Male,Master's Degree,1286,121902
2011,55 to 64 years,Male,Master's Degree,1048,117806
2011,65 years and over,Male,Master's Degree,264,110276
2011,18 to 24 years,Female,Master's Degree,NA,NA
2011,25 to 34 years,Female,Master's Degree,1106,56563
2011,35 to 44 years,Female,Master's Degree,1292,77029
2011,45 to 54 years,Female,Master's Degree,1177,74884
2011,55 to 64 years,Female,Master's Degree,958,80272
2011,65 years and over,Female,Master's Degree,166,80611
2011,18 to 24 years,Male,Professional Degree,NA,NA
2011,25 to 34 years,Male,Professional Degree,227,116037
2011,35 to 44 years,Male,Professional Degree,276,166817
2011,45 to 54 years,Male,Professional Degree,362,168116
2011,55 to 64 years,Male,Professional Degree,303,197558
2011,65 years and over,Male,Professional Degree,132,128329
2011,18 to 24 years,Female,Professional Degree,NA,NA
2011,25 to 34 years,Female,Professional Degree,185,84250
2011,35 to 44 years,Female,Professional Degree,160,105560
2011,45 to 54 years,Female,Professional Degree,152,129888
2011,55 to 64 years,Female,Professional Degree,120,129972
2011,65 years and over,Female,Professional Degree,NA,NA
2011,18 to 24 years,Male,Doctorate Degree,NA,NA
2011,25 to 34 years,Male,Doctorate Degree,130,77444
2011,35 to 44 years,Male,Doctorate Degree,323,125088
2011,45 to 54 years,Male,Doctorate Degree,311,154832
2011,55 to 64 years,Male,Doctorate Degree,332,143956
2011,65 years and over,Male,Doctorate Degree,175,126126
2011,18 to 24 years,Female,Doctorate Degree,NA,NA
2011,25 to 34 years,Female,Doctorate Degree,151,74781
2011,35 to 44 years,Female,Doctorate Degree,190,87625
2011,45 to 54 years,Female,Doctorate Degree,150,97765
2011,55 to 64 years,Female,Doctorate Degree,154,130408
2011,65 years and over,Female,Doctorate Degree,NA,NA
2011,18 to 24 years,Male,9th to 12th Grade (no diploma),249,23360
2011,25 to 34 years,Male,9th to 12th Grade (no diploma),738,29997
2011,35 to 44 years,Male,9th to 12th Grade (no diploma),719,35796
2011,45 to 54 years,Male,9th to 12th Grade (no diploma),717,40075
2011,55 to 64 years,Male,9th to 12th Grade (no diploma),389,44123
2011,65 years and over,Male,9th to 12th Grade (no diploma),152,37513
2011,18 to 24 years,Female,9th to 12th Grade (no diploma),121,16217
2011,25 to 34 years,Female,9th to 12th Grade (no diploma),268,22267
2011,35 to 44 years,Female,9th to 12th Grade (no diploma),380,23881
2011,45 to 54 years,Female,9th to 12th Grade (no diploma),392,23115
2011,55 to 64 years,Female,9th to 12th Grade (no diploma),246,23048
2011,65 years and over,Female,9th to 12th Grade (no diploma),95,24239
2011,18 to 24 years,Male,"Some College, No Degree",924,26647
2011,25 to 34 years,Male,"Some College, No Degree",2211,45507
2011,35 to 44 years,Male,"Some College, No Degree",2271,56302
2011,45 to 54 years,Male,"Some College, No Degree",2259,62556
2011,55 to 64 years,Male,"Some College, No Degree",1603,63845
2011,65 years and over,Male,"Some College, No Degree",408,54293
2011,18 to 24 years,Female,"Some College, No Degree",831,21760
2011,25 to 34 years,Female,"Some College, No Degree",1656,32269
2011,35 to 44 years,Female,"Some College, No Degree",1670,38091
2011,45 to 54 years,Female,"Some College, No Degree",2003,42415
2011,55 to 64 years,Female,"Some College, No Degree",1398,40697
2011,65 years and over,Female,"Some College, No Degree",262,38925
2012,18 to 24 years,Male,Less than 9th Grade,98,22810
2012,25 to 34 years,Male,Less than 9th Grade,419,25033
2012,35 to 44 years,Male,Less than 9th Grade,538,26969
2012,45 to 54 years,Male,Less than 9th Grade,452,29367
2012,55 to 64 years,Male,Less than 9th Grade,276,34379
2012,65 years and over,Male,Less than 9th Grade,108,33254
2012,18 to 24 years,Female,Less than 9th Grade,NA,NA
2012,25 to 34 years,Female,Less than 9th Grade,101,19138
2012,35 to 44 years,Female,Less than 9th Grade,178,25525
2012,45 to 54 years,Female,Less than 9th Grade,202,21532
2012,55 to 64 years,Female,Less than 9th Grade,170,21332
2012,65 years and over,Female,Less than 9th Grade,NA,NA
2012,18 to 24 years,Male,High School Graduate (includes equivalency),1538,28023
2012,25 to 34 years,Male,High School Graduate (includes equivalency),3738,39092
2012,35 to 44 years,Male,High School Graduate (includes equivalency),3667,48906
2012,45 to 54 years,Male,High School Graduate (includes equivalency),4327,50178
2012,55 to 64 years,Male,High School Graduate (includes equivalency),2942,54170
2012,65 years and over,Male,High School Graduate (includes equivalency),621,55406
2012,18 to 24 years,Female,High School Graduate (includes equivalency),745,23543
2012,25 to 34 years,Female,High School Graduate (includes equivalency),1779,27812
2012,35 to 44 years,Female,High School Graduate (includes equivalency),2226,32585
2012,45 to 54 years,Female,High School Graduate (includes equivalency),3076,35926
2012,55 to 64 years,Female,High School Graduate (includes equivalency),2289,36871
2012,65 years and over,Female,High School Graduate (includes equivalency),500,36550
2012,18 to 24 years,Male,Associate Degree,314,29191
2012,25 to 34 years,Male,Associate Degree,1319,49153
2012,35 to 44 years,Male,Associate Degree,1404,58341
2012,45 to 54 years,Male,Associate Degree,1520,64159
2012,55 to 64 years,Male,Associate Degree,979,56609
2012,65 years and over,Male,Associate Degree,201,59129
2012,18 to 24 years,Female,Associate Degree,328,25583
2012,25 to 34 years,Female,Associate Degree,1205,36295
2012,35 to 44 years,Female,Associate Degree,1262,40988
2012,45 to 54 years,Female,Associate Degree,1523,44899
2012,55 to 64 years,Female,Associate Degree,1065,46386
2012,65 years and over,Female,Associate Degree,190,46481
2012,18 to 24 years,Male,Bachelor's Degree,490,42867
2012,25 to 34 years,Male,Bachelor's Degree,3697,63775
2012,35 to 44 years,Male,Bachelor's Degree,3397,85925
2012,45 to 54 years,Male,Bachelor's Degree,3402,96591
2012,55 to 64 years,Male,Bachelor's Degree,2206,85266
2012,65 years and over,Male,Bachelor's Degree,613,94626
2012,18 to 24 years,Female,Bachelor's Degree,503,35514
2012,25 to 34 years,Female,Bachelor's Degree,3315,48212
2012,35 to 44 years,Female,Bachelor's Degree,2699,61622
2012,45 to 54 years,Female,Bachelor's Degree,2825,62222
2012,55 to 64 years,Female,Bachelor's Degree,1841,63527
2012,65 years and over,Female,Bachelor's Degree,281,69795
2012,18 to 24 years,Male,Master's Degree,NA,NA
2012,25 to 34 years,Male,Master's Degree,862,78614
2012,35 to 44 years,Male,Master's Degree,1423,108027
2012,45 to 54 years,Male,Master's Degree,1381,115702
2012,55 to 64 years,Male,Master's Degree,1055,107949
2012,65 years and over,Male,Master's Degree,282,112292
2012,18 to 24 years,Female,Master's Degree,NA,NA
2012,25 to 34 years,Female,Master's Degree,1243,60732
2012,35 to 44 years,Female,Master's Degree,1347,72609
2012,45 to 54 years,Female,Master's Degree,1165,81156
2012,55 to 64 years,Female,Master's Degree,963,77155
2012,65 years and over,Female,Master's Degree,168,56573
2012,18 to 24 years,Male,Professional Degree,NA,NA
2012,25 to 34 years,Male,Professional Degree,185,103019
2012,35 to 44 years,Male,Professional Degree,336,170158
2012,45 to 54 years,Male,Professional Degree,311,179967
2012,55 to 64 years,Male,Professional Degree,337,194801
2012,65 years and over,Male,Professional Degree,132,201087
2012,18 to 24 years,Female,Professional Degree,NA,NA
2012,25 to 34 years,Female,Professional Degree,134,97482
2012,35 to 44 years,Female,Professional Degree,185,147567
2012,45 to 54 years,Female,Professional Degree,168,119231
2012,55 to 64 years,Female,Professional Degree,153,169852
2012,65 years and over,Female,Professional Degree,NA,NA
2012,18 to 24 years,Male,Doctorate Degree,NA,NA
2012,25 to 34 years,Male,Doctorate Degree,186,94422
2012,35 to 44 years,Male,Doctorate Degree,343,135599
2012,45 to 54 years,Male,Doctorate Degree,351,162643
2012,55 to 64 years,Male,Doctorate Degree,349,170184
2012,65 years and over,Male,Doctorate Degree,204,150642
2012,18 to 24 years,Female,Doctorate Degree,NA,NA
2012,25 to 34 years,Female,Doctorate Degree,155,78075
2012,35 to 44 years,Female,Doctorate Degree,207,90510
2012,45 to 54 years,Female,Doctorate Degree,173,95601
2012,55 to 64 years,Female,Doctorate Degree,158,120205
2012,65 years and over,Female,Doctorate Degree,NA,NA
2012,18 to 24 years,Male,9th to 12th Grade (no diploma),298,22759
2012,25 to 34 years,Male,9th to 12th Grade (no diploma),769,32285
2012,35 to 44 years,Male,9th to 12th Grade (no diploma),713,34617
2012,45 to 54 years,Male,9th to 12th Grade (no diploma),724,37547
2012,55 to 64 years,Male,9th to 12th Grade (no diploma),332,35650
2012,65 years and over,Male,9th to 12th Grade (no diploma),133,34863
2012,18 to 24 years,Female,9th to 12th Grade (no diploma),117,19497
2012,25 to 34 years,Female,9th to 12th Grade (no diploma),307,20911
2012,35 to 44 years,Female,9th to 12th Grade (no diploma),371,31293
2012,45 to 54 years,Female,9th to 12th Grade (no diploma),353,23648
2012,55 to 64 years,Female,9th to 12th Grade (no diploma),224,27809
2012,65 years and over,Female,9th to 12th Grade (no diploma),97,22521
2012,18 to 24 years,Male,"Some College, No Degree",973,26938
2012,25 to 34 years,Male,"Some College, No Degree",2346,45013
2012,35 to 44 years,Male,"Some College, No Degree",2348,58209
2012,45 to 54 years,Male,"Some College, No Degree",2237,64964
2012,55 to 64 years,Male,"Some College, No Degree",1697,67342
2012,65 years and over,Male,"Some College, No Degree",345,59117
2012,18 to 24 years,Female,"Some College, No Degree",948,22092
2012,25 to 34 years,Female,"Some College, No Degree",1627,31545
2012,35 to 44 years,Female,"Some College, No Degree",1576,40746
2012,45 to 54 years,Female,"Some College, No Degree",1912,42952
2012,55 to 64 years,Female,"Some College, No Degree",1483,43297
2012,65 years and over,Female,"Some College, No Degree",302,37404
2013,18 to 24 years,Male,Less than 9th Grade,NA,NA
2013,18 to 24 years,Male,Less than 9th Grade,123,22366
2013,25 to 34 years,Male,Less than 9th Grade,452,40397
2013,25 to 34 years,Male,Less than 9th Grade,382,27407
2013,35 to 44 years,Male,Less than 9th Grade,669,24536
2013,35 to 44 years,Male,Less than 9th Grade,610,29879
2013,45 to 54 years,Male,Less than 9th Grade,440,32179
2013,45 to 54 years,Male,Less than 9th Grade,505,40392
2013,55 to 64 years,Male,Less than 9th Grade,287,30697
2013,55 to 64 years,Male,Less than 9th Grade,341,33676
2013,65 years and over,Male,Less than 9th Grade,133,28106
2013,65 years and over,Male,Less than 9th Grade,106,34091
2013,18 to 24 years,Female,Less than 9th Grade,NA,NA
2013,18 to 24 years,Female,Less than 9th Grade,NA,NA
2013,25 to 34 years,Female,Less than 9th Grade,NA,NA
2013,25 to 34 years,Female,Less than 9th Grade,128,20690
2013,35 to 44 years,Female,Less than 9th Grade,220,20145
2013,35 to 44 years,Female,Less than 9th Grade,186,20862
2013,45 to 54 years,Female,Less than 9th Grade,207,25544
2013,45 to 54 years,Female,Less than 9th Grade,244,22458
2013,55 to 64 years,Female,Less than 9th Grade,186,22644
2013,55 to 64 years,Female,Less than 9th Grade,169,22071
2013,65 years and over,Female,Less than 9th Grade,NA,NA
2013,65 years and over,Female,Less than 9th Grade,NA,NA
2013,18 to 24 years,Male,High School Graduate (includes equivalency),1773,31354
2013,18 to 24 years,Male,High School Graduate (includes equivalency),1619,29554
2013,25 to 34 years,Male,High School Graduate (includes equivalency),3663,40270
